|1110986131123470336.000000|0.000000|0.021739|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021812|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021813|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021813|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021813|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021813|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021814|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021814|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021814|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021814|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021815|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021815|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021815|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021815|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021816|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021816|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021816|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021817|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021817|0.000000|1.0000000.000000
|-0.095138|0.000000|0.021817|0.000000|1.0000000.000000
